Herb1	Herb2	Co_ratio	Herb_pair	pValue	Event_ratio	Co_event	Ex_event	Total_event	Co_level	Prob_1to2	Prob_2to1
诃子	肉豆蔻	1	诃子, 肉豆蔻	0.00625	1/0	1	0	1	4	1	1
麦冬	连翘	0.182926829268293	连翘, 麦冬	0.00641501565139188	15/67	15	67	82	2	0.192307692307692	0.789473684210526
三七	枳壳	0.0138888888888889	三七, 枳壳	0.00650013821595142	1/71	1	71	72	0	0.0178571428571429	0.0588235294117647
陈皮	石菖蒲	0.2	陈皮, 石菖蒲	0.006637036165619	4/16	4	16	20	3	0.333333333333333	0.333333333333333
黄连	桂枝	0.0654205607476635	桂枝, 黄连	0.006705143953858	7/100	7	100	107	0	0.0769230769230769	0.304347826086957
冬瓜皮	茯苓	0.0845070422535211	冬瓜皮, 茯苓	0.00675776348071692	6/65	6	65	71	0	1	0.0845070422535211
猪苓	茯苓	0.0845070422535211	茯苓, 猪苓	0.00675776348071692	6/65	6	65	71	0	1	0.0845070422535211
麦冬	砂仁	0.204918032786885	麦冬, 砂仁	0.00680193457890328	25/97	25	97	122	3	0.320512820512821	0.36231884057971
水蛭	砂仁	0.0833333333333333	砂仁, 水蛭	0.00682018149091014	8/88	8	88	96	0	0.228571428571429	0.115942028985507
黄精	桑寄生	0.25	黄精, 桑寄生	0.00683834860403523	2/6	2	6	8	4	0.333333333333333	0.5
玄参	莪术	0.25	莪术, 玄参	0.00683834860403523	2/6	2	6	8	4	0.333333333333333	0.5
黄精	阿胶	0.25	阿胶, 黄精	0.00683834860403523	2/6	2	6	8	4	0.333333333333333	0.5
玄参	麦芽	0.25	麦芽, 玄参	0.00683834860403523	2/6	2	6	8	4	0.333333333333333	0.5
生姜	钩藤	0	钩藤, 生姜	0.007215238320656	0/57	0	57	57	-4	0	0
栀子	黄连	0.130434782608696	黄连, 栀子	0.00729923837873971	12/80	12	80	92	1	0.923076923076923	0.131868131868132
栀子	砂仁	0.0123456790123457	砂仁, 栀子	0.00729923837873971	1/80	1	80	81	0	0.0769230769230769	0.0144927536231884
菊花	海螵蛸	0.2	海螵蛸, 菊花	0.00737210087325257	3/12	3	12	15	3	0.428571428571429	0.272727272727273
川芎	人参	0.073394495412844	川芎, 人参	0.00747869793556027	8/101	8	101	109	0	0.0869565217391304	0.32
三七	白术	0.0595238095238095	白术, 三七	0.00752829821852651	5/79	5	79	84	0	0.0892857142857143	0.151515151515152
罂粟壳	三七	0.105263157894737	三七, 罂粟壳	0.00773967276387347	6/51	6	51	57	1	0.857142857142857	0.107142857142857
肉桂	延胡索	0.0352941176470588	肉桂, 延胡索	0.0077944766324263	3/82	3	82	85	0	0.15	0.0441176470588235
半枝莲	水蛭	0.153846153846154	半枝莲, 水蛭	0.00794124554339489	6/33	6	33	39	2	0.6	0.171428571428571
羌活	白术	0	白术, 羌活	0.00822104246681911	0/55	0	55	55	-4	0	0
瓦楞子	干姜	0.133333333333333	干姜, 瓦楞子	0.00825471698113207	2/13	2	13	15	1	1	0.133333333333333
防风	白芍	0.185185185185185	白芍, 防风	0.00826510203296802	5/22	5	22	27	2	0.416666666666667	0.25
人参	柴胡	0	柴胡, 人参	0.00832504246823334	0/53	0	53	53	-4	0	0
何首乌	黄芪	0.05	何首乌, 黄芪	0.00845770891457469	6/114	6	114	120	0	0.375	0.0545454545454545
山楂	黄芪	0.05	黄芪, 山楂	0.00845770891457469	6/114	6	114	120	0	0.375	0.0545454545454545
山楂	泽泻	0.178571428571429	山楂, 泽泻	0.00845770891457469	10/46	10	46	56	2	0.625	0.2
常山	延胡索	0.154929577464789	常山, 延胡索	0.00848291829315115	11/60	11	60	71	2	0.785714285714286	0.161764705882353
白芍	羌活	0.2	白芍, 羌活	0.00856615140158145	7/28	7	28	35	3	0.35	0.318181818181818
生地	柴胡	0	柴胡, 生地	0.00860126658126001	0/54	0	54	54	-4	0	0
石菖蒲	三七	0	三七, 石菖蒲	0.0086094577590905	0/68	0	68	68	-4	0	0
陈皮	三七	0	陈皮, 三七	0.0086094577590905	0/68	0	68	68	-4	0	0
三七	枸杞子	0	枸杞子, 三七	0.00862546939647592	0/67	0	67	67	-4	0	0
蒲公英	白及	0.153846153846154	白及, 蒲公英	0.0086642966018202	4/22	4	22	26	2	0.173913043478261	0.571428571428571
蒲公英	薏苡仁	0.153846153846154	蒲公英, 薏苡仁	0.0086642966018202	4/22	4	22	26	2	0.173913043478261	0.571428571428571
野葛根	冰片	0.256410256410256	冰片, 野葛根	0.00872470928043133	20/58	20	58	78	4	0.303030303030303	0.625
蒺藜	泽泻	0.08	蒺藜, 泽泻	0.00875853224798017	4/46	4	46	50	0	1	0.08
蒺藜	黄芪	0	黄芪, 蒺藜	0.00875853224798018	0/114	0	114	114	-4	0	0
当归	肉桂	0.181818181818182	当归, 肉桂	0.00888391025610911	16/72	16	72	88	2	0.19047619047619	0.8
茯苓	钩藤	0.1	茯苓, 钩藤	0.00905383043623184	10/90	10	90	100	1	0.140845070422535	0.256410256410256
重楼	川贝母	0.222222222222222	川贝母, 重楼	0.00949169327566824	2/7	2	7	9	3	0.5	0.285714285714286
莱菔子	白及	0.222222222222222	白及, 莱菔子	0.00949169327566824	2/7	2	7	9	3	0.5	0.285714285714286
莱菔子	薏苡仁	0.222222222222222	莱菔子, 薏苡仁	0.00949169327566824	2/7	2	7	9	3	0.5	0.285714285714286
桑寄生	赤芍	0.222222222222222	赤芍, 桑寄生	0.00949169327566824	2/7	2	7	9	3	0.5	0.285714285714286
阿胶	赤芍	0.222222222222222	阿胶, 赤芍	0.00949169327566824	2/7	2	7	9	3	0.5	0.285714285714286
陈皮	黄芪	0.0338983050847458	陈皮, 黄芪	0.00962511957949228	4/114	4	114	118	0	0.333333333333333	0.0363636363636364
延胡索	丹参	0.181034482758621	丹参, 延胡索	0.00963211213708716	21/95	21	95	116	2	0.308823529411765	0.304347826086957
石菖蒲	菊花	0.1875	菊花, 石菖蒲	0.00963586424521037	3/13	3	13	16	2	0.25	0.428571428571429
白术	野葛根	0.0760869565217391	白术, 野葛根	0.00974889688813588	7/85	7	85	92	0	0.212121212121212	0.106060606060606
菊花	钩藤	0.121951219512195	钩藤, 菊花	0.00984480101190841	5/36	5	36	41	1	0.714285714285714	0.128205128205128
吴茱萸	白术	0.138888888888889	白术, 吴茱萸	0.00992927692099951	5/31	5	31	36	1	0.625	0.151515151515152
砂仁	黄连	0.24031007751938	黄连, 砂仁	0.00994558564625783	31/98	31	98	129	3	0.449275362318841	0.340659340659341
酸枣仁	丹参	0.38	丹参, 酸枣仁	0.00994558564625783	38/62	38	62	100	4	0.550724637681159	0.550724637681159
黄连	杏仁	0.02	黄连, 杏仁	0.0100666459359979	2/98	2	98	100	0	0.021978021978022	0.181818181818182
木香	牡蛎	0	牡蛎, 木香	0.0100683188333924	0/100	0	100	100	0	0	0
淫羊藿	益母草	0.181818181818182	益母草, 淫羊藿	0.0102549558156197	2/9	2	9	11	0	0.2	0.666666666666667
黄连	吴茱萸	0.0879120879120879	黄连, 吴茱萸	0.0104685101365292	8/83	8	83	91	0	0.0879120879120879	1
丹参	吴茱萸	0	丹参, 吴茱萸	0.0104685101365292	0/77	0	77	77	0	0	0
砂仁	煅牡蛎	0	煅牡蛎, 砂仁	0.0104685101365292	0/77	0	77	77	0	0	0
五味子	党参	0.0454545454545455	党参, 五味子	0.0104793604199486	4/84	4	84	88	0	0.0571428571428571	0.181818181818182
枳壳	山药	0.117647058823529	山药, 枳壳	0.0106918238993711	2/15	2	15	17	0	0.117647058823529	1
枳壳	瓦楞子	0.117647058823529	瓦楞子, 枳壳	0.0106918238993711	2/15	2	15	17	0	0.117647058823529	1
五味子	茯苓	0.194915254237288	茯苓, 五味子	0.0107623961703295	23/95	23	95	118	0	0.328571428571429	0.323943661971831
麦冬	党参	0.0526315789473684	党参, 麦冬	0.0108442081935792	5/90	5	90	95	0	0.0641025641025641	0.227272727272727
半夏	茯苓	0.298850574712644	半夏, 茯苓	0.0109845063133348	26/61	26	61	87	0	0.619047619047619	0.366197183098592
茯苓	青蒿	0.0652173913043478	茯苓, 青蒿	0.0114383619006345	6/86	6	86	92	0	0.0845070422535211	0.222222222222222
三七	川芎	0.37037037037037	川芎, 三七	0.0117038019938625	40/68	40	68	108	0	0.714285714285714	0.434782608695652
人参	桂枝	0.2	桂枝, 人参	0.0117414556510977	8/32	8	32	40	0	0.32	0.347826086956522
丹皮	黄柏	0.1875	丹皮, 黄柏	0.0119264477030991	6/26	6	26	32	0	0.285714285714286	0.352941176470588
苦参	山药	0.111111111111111	苦参, 山药	0.0120283018867924	2/16	2	16	18	0	0.111111111111111	1
生姜	瓦楞子	0.111111111111111	生姜, 瓦楞子	0.0120283018867924	2/16	2	16	18	0	0.111111111111111	1
苦参	莲子心	0.111111111111111	苦参, 莲子心	0.0120283018867924	2/16	2	16	18	0	0.111111111111111	1
蝉蜕	麦冬	0.0769230769230769	蝉蜕, 麦冬	0.0121194976977523	6/72	6	72	78	0	1	0.0769230769230769
黄精	麦冬	0.0769230769230769	黄精, 麦冬	0.0121194976977523	6/72	6	72	78	0	1	0.0769230769230769
阿胶	人参	0.115384615384615	阿胶, 人参	0.0122897077548189	3/23	3	23	26	0	0.75	0.12
连翘	土鳖虫	0.142857142857143	连翘, 土鳖虫	0.0123383362000883	3/18	3	18	21	0	0.157894736842105	0.6
北沙参	杏仁	0.166666666666667	北沙参, 杏仁	0.0124791019823263	2/10	2	10	12	0	0.666666666666667	0.181818181818182
桔梗	杏仁	0.166666666666667	桔梗, 杏仁	0.0124791019823263	2/10	2	10	12	0	0.666666666666667	0.181818181818182
葶苈子	杏仁	0.166666666666667	葶苈子, 杏仁	0.0124791019823263	2/10	2	10	12	0	0.666666666666667	0.181818181818182
牛膝	海螵蛸	0.166666666666667	海螵蛸, 牛膝	0.0124791019823263	2/10	2	10	12	0	0.666666666666667	0.181818181818182
大黄	罂粟壳	0.116279069767442	大黄, 罂粟壳	0.0124805482186764	5/38	5	38	43	0	0.121951219512195	0.714285714285714
石膏	生龙骨	0.5	生龙骨, 石膏	0.0125	1/1	1	1	2	0	1	0.5
浙贝母	细辛	0.5	细辛, 浙贝母	0.0125	1/1	1	1	2	0	1	0.5
芥子	细辛	0.5	芥子, 细辛	0.0125	1/1	1	1	2	0	1	0.5
延胡索	土鳖虫	0.0735294117647059	土鳖虫, 延胡索	0.0127064004093146	5/63	5	63	68	0	0.0735294117647059	1
女贞子	钩藤	0.1	钩藤, 女贞子	0.0128331703072446	4/36	4	36	40	0	0.8	0.102564102564103
石菖蒲	羌活	0.172413793103448	羌活, 石菖蒲	0.0129304081777415	5/24	5	24	29	0	0.416666666666667	0.227272727272727
钩藤	枳壳	0	钩藤, 枳壳	0.0133487280281429	0/56	0	56	56	0	0	0
桂枝	黄芪	0.1875	桂枝, 黄芪	0.0135422827971508	21/91	21	91	112	0	0.91304347826087	0.190909090909091
佩兰	瓜蒌	0.157894736842105	瓜蒌, 佩兰	0.0137915752717043	3/16	3	16	19	0	0.5	0.1875
麦冬	紫石英	0.148148148148148	麦冬, 紫石英	0.0138125589724163	12/69	12	69	81	0	0.153846153846154	0.8
生地	桑寄生	0.111111111111111	桑寄生, 生地	0.0138185527238541	3/24	3	24	27	0	0.115384615384615	0.75
生地	莪术	0.111111111111111	莪术, 生地	0.0138185527238541	3/24	3	24	27	0	0.115384615384615	0.75
生地	阿胶	0.111111111111111	阿胶, 生地	0.0138185527238541	3/24	3	24	27	0	0.115384615384615	0.75
菊花	麦冬	0	菊花, 麦冬	0.0138201328492915	0/85	0	85	85	0	0	0
泽泻	黄芩	0.234375	黄芩, 泽泻	0.0138543100737873	15/49	15	49	64	0	0.3	0.517241379310345
柏子仁	生地	0.137931034482759	柏子仁, 生地	0.0138966388916274	4/25	4	25	29	0	0.571428571428571	0.153846153846154
陈皮	当归	0.0212765957446809	陈皮, 当归	0.0139316544348257	2/92	2	92	94	0	0.166666666666667	0.0238095238095238
薏苡仁	半夏	0.113636363636364	半夏, 薏苡仁	0.0139798821034596	5/39	5	39	44	0	0.714285714285714	0.119047619047619
香附	川芎	0.118279569892473	川芎, 香附	0.0139814644346043	11/82	11	82	93	0	0.916666666666667	0.119565217391304
石菖蒲	延胡索	0.0126582278481013	石菖蒲, 延胡索	0.0139814644346043	1/78	1	78	79	0	0.0833333333333333	0.0147058823529412
大黄	三七	0.276315789473684	大黄, 三七	0.0141154912442209	21/55	21	55	76	0	0.51219512195122	0.375
柏子仁	当归	0.0833333333333333	柏子仁, 当归	0.0144032863332584	7/77	7	77	84	0	1	0.0833333333333333
山楂	枸杞子	0.173913043478261	枸杞子, 山楂	0.0145938889238577	4/19	4	19	23	0	0.25	0.363636363636364
人参	白术	0.208333333333333	白术, 人参	0.0147256912829801	10/38	10	38	48	0	0.4	0.303030303030303
香附	小茴香	0.153846153846154	香附, 小茴香	0.014909242894674	2/11	2	11	13	0	0.166666666666667	0.666666666666667
香附	沉香	0.153846153846154	沉香, 香附	0.014909242894674	2/11	2	11	13	0	0.166666666666667	0.666666666666667
石菖蒲	远志	0.153846153846154	石菖蒲, 远志	0.014909242894674	2/11	2	11	13	0	0.166666666666667	0.666666666666667
石菖蒲	半夏	0.148936170212766	半夏, 石菖蒲	0.0149482830863028	7/40	7	40	47	0	0.583333333333333	0.166666666666667
生姜	干姜	0.178571428571429	干姜, 生姜	0.0150318222500256	5/23	5	23	28	0	0.277777777777778	0.333333333333333
甘草	白芍	0.153846153846154	白芍, 甘草	0.015164630274016	20/110	20	110	130	0	0.153846153846154	1
甘草	肉桂	0.153846153846154	甘草, 肉桂	0.015164630274016	20/110	20	110	130	0	0.153846153846154	1
柏子仁	常山	0.166666666666667	柏子仁, 常山	0.0153176231242819	3/15	3	15	18	0	0.428571428571429	0.214285714285714
薤白	大腹皮	0.2	大腹皮, 薤白	0.0154843969464291	2/8	2	8	10	0	0.285714285714286	0.4
川贝母	西洋参	0.2	川贝母, 西洋参	0.0154843969464291	2/8	2	8	10	0	0.285714285714286	0.4
黄芪	延胡索	0.435483870967742	黄芪, 延胡索	0.0155686630932923	54/70	54	70	124	0	0.490909090909091	0.794117647058823
僵蚕	大黄	0.0952380952380952	大黄, 僵蚕	0.015603092577014	4/38	4	38	42	0	0.8	0.0975609756097561
野葛根	陈皮	0.012987012987013	陈皮, 野葛根	0.015744995627283	1/76	1	76	77	0	0.0151515151515152	0.0833333333333333
生地	野葛根	0.0574712643678161	生地, 野葛根	0.0158683793549915	5/82	5	82	87	0	0.192307692307692	0.0757575757575758
青蒿	柏子仁	0.133333333333333	柏子仁, 青蒿	0.0160341020512727	4/26	4	26	30	0	0.148148148148148	0.571428571428571
生姜	厚朴	0.181818181818182	厚朴, 生姜	0.0163379614784876	6/27	6	27	33	0	0.333333333333333	0.285714285714286
佩兰	枳壳	0.15	佩兰, 枳壳	0.0164935161613708	3/17	3	17	20	0	0.5	0.176470588235294
黄精	枳壳	0.15	黄精, 枳壳	0.0164935161613708	3/17	3	17	20	0	0.5	0.176470588235294
怀牛膝	丹皮	0.0952380952380952	丹皮, 怀牛膝	0.0165094339622641	2/19	2	19	21	0	1	0.0952380952380952
蔓荆子	厚朴	0.0952380952380952	厚朴, 蔓荆子	0.0165094339622641	2/19	2	19	21	0	1	0.0952380952380952
苍术	佩兰	0.2	苍术, 佩兰	0.0165200024194869	2/8	2	8	10	0	0.333333333333333	0.333333333333333
丹皮	牡蛎	0.130434782608696	丹皮, 牡蛎	0.0165877119363533	3/20	3	20	23	0	0.142857142857143	0.6
半枝莲	决明子	0.176470588235294	半枝莲, 决明子	0.0169077025548207	3/14	3	14	17	0	0.3	0.3
猪苓	白术	0.114285714285714	白术, 猪苓	0.0169228452267097	4/31	4	31	35	0	0.666666666666667	0.121212121212121
半夏	沉香	0.0714285714285714	半夏, 沉香	0.0171363744924767	3/39	3	39	42	0	0.0714285714285714	1
半夏	远志	0.0714285714285714	半夏, 远志	0.0171363744924767	3/39	3	39	42	0	0.0714285714285714	1
土鳖虫	半夏	0.0930232558139535	半夏, 土鳖虫	0.0171363744924767	4/39	4	39	43	0	0.8	0.0952380952380952
青蒿	白术	0.0169491525423729	白术, 青蒿	0.0172203647397343	1/58	1	58	59	0	0.037037037037037	0.0303030303030303
甘草	栀子	0.0514705882352941	甘草, 栀子	0.0175006806895089	7/129	7	129	136	0	0.0538461538461538	0.538461538461538
五味子	丹皮	0.0459770114942529	丹皮, 五味子	0.0175470374328779	4/83	4	83	87	0	0.0571428571428571	0.19047619047619
麦冬	栀子	0.0224719101123595	麦冬, 栀子	0.0179246446575	2/87	2	87	89	0	0.0256410256410256	0.153846153846154
生地	五味子	0.215189873417722	生地, 五味子	0.0180693351704533	17/62	17	62	79	0	0.653846153846154	0.242857142857143
党参	山药	0.0909090909090909	党参, 山药	0.0181603773584906	2/20	2	20	22	0	0.0909090909090909	1
木香	川贝母	0.0099009900990099	川贝母, 木香	0.0183229061634925	1/100	1	100	101	0	0.0105263157894737	0.142857142857143
麦冬	丹皮	0.0531914893617021	丹皮, 麦冬	0.018374894757596	5/89	5	89	94	0	0.0641025641025641	0.238095238095238
柴胡	罂粟壳	0.129032258064516	柴胡, 罂粟壳	0.0183845079693038	4/27	4	27	31	0	0.142857142857143	0.571428571428571
生地	茯苓	0.0659340659340659	茯苓, 生地	0.0183958626563879	6/85	6	85	91	0	0.230769230769231	0.0845070422535211
丹参	丹皮	0.0465116279069767	丹参, 丹皮	0.0184777760755531	4/82	4	82	86	0	0.0579710144927536	0.19047619047619
砂仁	丹皮	0.0465116279069767	丹皮, 砂仁	0.0184777760755531	4/82	4	82	86	0	0.0579710144927536	0.19047619047619
白及	五味子	0	白及, 五味子	0.0185954331045497	0/77	0	77	77	0	0	0
菊花	五味子	0	菊花, 五味子	0.0185954331045497	0/77	0	77	77	0	0	0
薏苡仁	五味子	0	五味子, 薏苡仁	0.0185954331045497	0/77	0	77	77	0	0	0
半枝莲	大黄	0.133333333333333	半枝莲, 大黄	0.0187218209271663	6/39	6	39	45	0	0.6	0.146341463414634
天花粉	北沙参	0.333333333333333	北沙参, 天花粉	0.01875	1/2	1	2	3	0	1	0.333333333333333
桑叶	北沙参	0.333333333333333	北沙参, 桑叶	0.01875	1/2	1	2	3	0	1	0.333333333333333
浙贝母	桔梗	0.333333333333333	桔梗, 浙贝母	0.01875	1/2	1	2	3	0	1	0.333333333333333
芥子	桔梗	0.333333333333333	芥子, 桔梗	0.01875	1/2	1	2	3	0	1	0.333333333333333
木瓜	牛膝	0.333333333333333	木瓜, 牛膝	0.01875	1/2	1	2	3	0	1	0.333333333333333
木瓜	独活	0.333333333333333	独活, 木瓜	0.01875	1/2	1	2	3	0	1	0.333333333333333
浙贝母	葶苈子	0.333333333333333	葶苈子, 浙贝母	0.01875	1/2	1	2	3	0	1	0.333333333333333
芥子	葶苈子	0.333333333333333	芥子, 葶苈子	0.01875	1/2	1	2	3	0	1	0.333333333333333
紫石英	柏子仁	0.157894736842105	柏子仁, 紫石英	0.0187656028185905	3/16	3	16	19	0	0.2	0.428571428571429
干姜	薏苡仁	0.157894736842105	干姜, 薏苡仁	0.0187656028185905	3/16	3	16	19	0	0.2	0.428571428571429
牡蛎	羌活	0.125	牡蛎, 羌活	0.0190074689313309	3/21	3	21	24	0	0.6	0.136363636363636
蒺藜	黄芩	0.1	黄芩, 蒺藜	0.0191077097902364	3/27	3	27	30	0	0.75	0.103448275862069
重楼	黄芩	0.1	黄芩, 重楼	0.0191077097902364	3/27	3	27	30	0	0.75	0.103448275862069
佩兰	生姜	0.142857142857143	佩兰, 生姜	0.0194914738851035	3/18	3	18	21	0	0.5	0.166666666666667
冬瓜皮	生姜	0.142857142857143	冬瓜皮, 生姜	0.0194914738851035	3/18	3	18	21	0	0.5	0.166666666666667
丹参	罂粟壳	0	丹参, 罂粟壳	0.0196736860631317	0/76	0	76	76	0	0	0
蒲公英	瓦楞子	0.0869565217391304	蒲公英, 瓦楞子	0.0198899371069182	2/21	2	21	23	0	0.0869565217391304	1
蒲公英	生龙骨	0.0869565217391304	蒲公英, 生龙骨	0.0198899371069182	2/21	2	21	23	0	0.0869565217391304	1
野葛根	党参	0.0476190476190476	党参, 野葛根	0.0199035664370764	4/80	4	80	84	0	0.0606060606060606	0.181818181818182
半夏	泽泻	0.0823529411764706	半夏, 泽泻	0.0199673826725917	7/78	7	78	85	0	0.166666666666667	0.14
罂粟壳	野葛根	0.0895522388059701	野葛根, 罂粟壳	0.0199881647623293	6/61	6	61	67	0	0.857142857142857	0.0909090909090909
菊花	野葛根	0.0895522388059701	菊花, 野葛根	0.0199881647623293	6/61	6	61	67	0	0.857142857142857	0.0909090909090909
三七	甘草	0.377777777777778	甘草, 三七	0.0202274573576595	51/84	51	84	135	0	0.910714285714286	0.392307692307692
党参	白术	0.195652173913043	白术, 党参	0.020319286901021	9/37	9	37	46	0	0.409090909090909	0.272727272727273
羌活	桂枝	0.184210526315789	桂枝, 羌活	0.0203616227641255	7/31	7	31	38	0	0.318181818181818	0.304347826086957
常山	熟地	0.133333333333333	常山, 熟地	0.0203755672319083	2/13	2	13	15	0	0.142857142857143	0.666666666666667
罂粟壳	川芎	0.0760869565217391	川芎, 罂粟壳	0.0208685571673434	7/85	7	85	92	0	1	0.0760869565217391
生姜	五味子	0.0352941176470588	生姜, 五味子	0.0211184587615332	3/82	3	82	85	0	0.166666666666667	0.0428571428571429
玄参	水蛭	0.108108108108108	水蛭, 玄参	0.0211384319094109	4/33	4	33	37	0	0.666666666666667	0.114285714285714
蝉蜕	水蛭	0.108108108108108	蝉蜕, 水蛭	0.0211384319094109	4/33	4	33	37	0	0.666666666666667	0.114285714285714
僵蚕	桂枝	0.12	桂枝, 僵蚕	0.0216306257896546	3/22	3	22	25	0	0.6	0.130434782608696
女贞子	当归	0	当归, 女贞子	0.0225197459718475	0/89	0	89	89	0	0	0
罂粟壳	槟榔	0.15	槟榔, 罂粟壳	0.0226342909106131	3/17	3	17	20	0	0.428571428571429	0.1875
常山	茯苓	0.0240963855421687	常山, 茯苓	0.0226754004430122	2/81	2	81	83	0	0.142857142857143	0.028169014084507
薏苡仁	佩兰	0.181818181818182	佩兰, 薏苡仁	0.0227336352578334	2/9	2	9	11	0	0.285714285714286	0.333333333333333
菊花	冬瓜皮	0.181818181818182	冬瓜皮, 菊花	0.0227336352578334	2/9	2	9	11	0	0.285714285714286	0.333333333333333
薏苡仁	苍术	0.181818181818182	苍术, 薏苡仁	0.0227336352578334	2/9	2	9	11	0	0.285714285714286	0.333333333333333
川贝母	蝉蜕	0.181818181818182	蝉蜕, 川贝母	0.0227336352578334	2/9	2	9	11	0	0.285714285714286	0.333333333333333
赤芍	黄精	0.181818181818182	赤芍, 黄精	0.0227336352578334	2/9	2	9	11	0	0.285714285714286	0.333333333333333
连翘	蝉蜕	0.136363636363636	蝉蜕, 连翘	0.0227929220474181	3/19	3	19	22	0	0.157894736842105	0.5
干姜	钩藤	0	干姜, 钩藤	0.0228592806991808	0/54	0	54	54	0	0	0
淫羊藿	肉桂	0.153846153846154	肉桂, 淫羊藿	0.0231082146590905	4/22	4	22	26	0	0.4	0.2
